EmployeeNumber,Age,Gender,Department,JobRole,BusinessTravel,EducationField,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,Attrition,Age_Group,Salary_Category,Attrition_Flag
867,52,Female,"Research & Development","Manufacturing Director",Travel_Frequently,Medical,13826,9,0,0,4,3,3,No,40+,"High Salary",0
868,37,Male,Sales,"Sales Executive",Travel_Rarely,Marketing,6334,1,0,0,3,4,3,No,30-40,"Medium Salary",0
869,28,Male,"Human Resources","Human Resources",Travel_Rarely,Medical,4936,5,0,4,4,2,3,No,"Under 30","Low Salary",0
872,22,Male,"Research & Development","Manufacturing Director",Travel_Rarely,"Life Sciences",4775,2,2,2,4,4,1,No,"Under 30","Low Salary",0
874,44,Male,"Research & Development","Laboratory Technician",Travel_Rarely,"Life Sciences",2818,3,0,2,4,1,2,No,40+,"Low Salary",0
875,42,Male,"Research & Development","Research Scientist",Travel_Frequently,Medical,2515,2,2,2,4,2,3,No,40+,"Low Salary",0
878,36,Male,"Human Resources","Human Resources",Travel_Rarely,"Life Sciences",2342,5,0,3,1,1,3,No,30-40,"Low Salary",0
879,25,Male,Sales,"Sales Executive",Travel_Rarely,Other,4194,5,0,3,1,3,3,No,"Under 30","Low Salary",0
880,35,Female,"Research & Development","Manufacturing Director",Travel_Rarely,"Life Sciences",10685,17,5,15,3,4,3,No,30-40,"High Salary",0
881,35,Female,"Research & Development","Research Scientist",Travel_Frequently,"Life Sciences",2022,10,7,8,2,4,2,Yes,30-40,"Low Salary",1
882,32,Male,"Research & Development","Laboratory Technician",Non-Travel,"Life Sciences",2314,3,0,2,4,4,3,No,30-40,"Low Salary",0
885,25,Male,Sales,"Sales Executive",Travel_Rarely,Marketing,4256,5,0,3,1,3,4,No,"Under 30","Low Salary",0
887,49,Female,"Research & Development","Research Scientist",Travel_Rarely,"Technical Degree",3580,4,0,2,1,3,3,No,40+,"Low Salary",0
888,24,Male,"Research & Development","Laboratory Technician",Non-Travel,"Life Sciences",3162,5,3,4,4,1,2,No,"Under 30","Low Salary",0
889,32,Male,Sales,"Sales Executive",Travel_Frequently,"Life Sciences",6524,10,5,3,2,2,3,No,30-40,"Medium Salary",0
893,38,Male,Sales,"Sales Representative",Travel_Rarely,Marketing,2899,2,1,2,2,2,3,No,30-40,"Low Salary",0
894,42,Female,"Research & Development","Laboratory Technician",Travel_Rarely,"Life Sciences",5231,5,1,3,4,3,2,No,40+,"Medium Salary",0
895,31,Male,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",2356,6,0,2,4,4,3,No,30-40,"Low Salary",0
896,29,Female,Sales,"Sales Representative",Travel_Rarely,Medical,2800,3,0,2,3,2,3,Yes,"Under 30","Low Salary",1
897,53,Male,Sales,"Sales Executive",Travel_Rarely,Marketing,11836,2,2,2,4,1,3,No,40+,"High Salary",0
899,35,Male,"Research & Development","Manufacturing Director",Travel_Rarely,"Technical Degree",10903,13,4,8,2,4,3,No,30-40,"High Salary",0
900,37,Female,Sales,"Sales Representative",Travel_Frequently,Medical,2973,5,0,0,4,3,3,No,30-40,"Low Salary",0
901,53,Female,"Research & Development","Research Director",Travel_Rarely,"Life Sciences",14275,12,3,8,4,4,3,No,40+,"High Salary",0
902,43,Female,"Research & Development","Healthcare Representative",Travel_Frequently,"Life Sciences",5562,5,2,2,4,4,2,No,40+,"Medium Salary",0
903,47,Female,Sales,"Sales Executive",Travel_Rarely,Marketing,4537,7,7,7,4,3,3,No,40+,"Low Salary",0
904,37,Male,Sales,"Sales Executive",Non-Travel,Medical,7642,10,0,9,2,1,3,No,30-40,"Medium Salary",0
905,50,Male,"Research & Development",Manager,Non-Travel,"Life Sciences",17924,31,14,7,1,1,3,No,40+,"High Salary",0
909,39,Female,"Human Resources","Human Resources",Travel_Rarely,"Life Sciences",5204,5,0,4,4,4,3,No,30-40,"Medium Salary",0
910,33,Male,"Human Resources","Human Resources",Travel_Rarely,"Human Resources",2277,4,0,3,2,4,4,No,30-40,"Low Salary",0
911,32,Male,"Research & Development","Laboratory Technician",Travel_Rarely,"Life Sciences",2795,1,0,1,4,1,1,Yes,30-40,"Low Salary",1
912,29,Female,"Research & Development","Laboratory Technician",Travel_Rarely,Medical,2532,4,0,3,4,1,3,No,"Under 30","Low Salary",0
913,44,Male,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",2559,8,7,1,1,2,3,No,40+,"Low Salary",0
916,28,Male,Sales,"Sales Executive",Travel_Rarely,Medical,4908,4,0,2,4,1,3,No,"Under 30","Low Salary",0
918,58,Male,"Research & Development","Laboratory Technician",Travel_Frequently,"Life Sciences",2380,1,0,0,4,4,2,Yes,40+,"Low Salary",1
920,43,Female,"Research & Development","Manufacturing Director",Travel_Rarely,"Life Sciences",4765,1,0,0,2,1,4,No,40+,"Low Salary",0
922,20,Female,Sales,"Sales Representative",Travel_Rarely,Medical,2044,2,0,2,3,3,2,Yes,"Under 30","Low Salary",1
923,21,Female,"Research & Development","Research Scientist",Travel_Rarely,Other,2693,1,0,0,4,4,2,Yes,"Under 30","Low Salary",1
924,36,Male,"Research & Development","Healthcare Representative",Travel_Rarely,"Life Sciences",6586,16,4,11,4,3,2,No,30-40,"Medium Salary",0
925,47,Female,Sales,"Sales Representative",Travel_Rarely,"Life Sciences",3294,3,1,2,4,4,2,No,40+,"Low Salary",0
926,22,Female,"Research & Development","Manufacturing Director",Travel_Rarely,"Life Sciences",4171,3,0,2,3,2,4,Yes,"Under 30","Low Salary",1
927,41,Female,"Research & Development","Laboratory Technician",Travel_Rarely,"Life Sciences",2778,7,1,0,4,2,2,Yes,40+,"Low Salary",1
930,28,Female,"Research & Development","Research Scientist",Travel_Rarely,Medical,2377,2,2,2,3,3,3,No,"Under 30","Low Salary",0
932,39,Male,"Research & Development","Laboratory Technician",Travel_Rarely,Medical,2404,2,2,2,1,4,1,Yes,30-40,"Low Salary",1
933,27,Female,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",2318,1,0,0,3,2,3,No,"Under 30","Low Salary",0
934,34,Male,"Research & Development","Laboratory Technician",Travel_Rarely,"Life Sciences",2008,1,1,0,2,2,3,No,30-40,"Low Salary",0
936,42,Female,Sales,"Sales Executive",Travel_Rarely,Medical,6244,5,0,3,3,3,3,No,40+,"Medium Salary",0
939,33,Male,"Research & Development","Research Scientist",Travel_Rarely,Other,2799,3,0,2,1,3,3,No,30-40,"Low Salary",0
940,58,Female,"Research & Development","Healthcare Representative",Travel_Rarely,"Technical Degree",10552,6,0,4,2,3,3,No,40+,"High Salary",0
941,31,Male,Sales,"Sales Representative",Travel_Rarely,"Life Sciences",2329,7,5,2,3,2,4,No,30-40,"Low Salary",0
942,35,Female,"Research & Development","Healthcare Representative",Travel_Rarely,"Life Sciences",4014,10,0,7,4,4,1,No,30-40,"Low Salary",0
944,49,Female,"Research & Development","Laboratory Technician",Travel_Rarely,Other,7403,26,1,7,2,1,2,No,40+,"Medium Salary",0
945,48,Male,"Research & Development","Research Scientist",Travel_Rarely,Medical,2259,0,0,0,3,4,2,No,40+,"Low Salary",0
947,31,Female,Sales,"Sales Executive",Non-Travel,Marketing,6932,9,0,0,3,4,2,No,30-40,"Medium Salary",0
949,36,Male,"Research & Development","Research Scientist",Travel_Rarely,Other,4678,6,0,1,4,2,3,No,30-40,"Low Salary",0
950,38,Female,"Research & Development","Research Director",Travel_Rarely,"Technical Degree",13582,15,5,11,1,4,3,No,30-40,"High Salary",0
951,32,Female,"Research & Development","Laboratory Technician",Non-Travel,"Life Sciences",2332,3,0,2,2,3,3,No,30-40,"Low Salary",0
952,25,Male,Sales,"Sales Representative",Travel_Rarely,Marketing,2413,1,0,0,2,3,3,Yes,"Under 30","Low Salary",1
954,40,Male,Sales,"Sales Executive",Travel_Rarely,Marketing,9705,1,0,0,2,1,2,No,30-40,"Medium Salary",0
956,26,Male,Sales,"Sales Executive",Travel_Frequently,Medical,4294,7,0,7,1,3,3,No,"Under 30","Low Salary",0
957,41,Male,"Research & Development","Laboratory Technician",Travel_Rarely,Medical,4721,18,2,17,1,4,3,No,40+,"Low Salary",0
958,36,Male,"Research & Development","Laboratory Technician",Travel_Rarely,Medical,2519,11,3,9,3,3,3,No,30-40,"Low Salary",0
959,19,Male,Sales,"Sales Representative",Travel_Rarely,Other,2121,1,0,0,2,4,4,Yes,"Under 30","Low Salary",1
960,20,Male,"Research & Development","Laboratory Technician",Travel_Rarely,"Technical Degree",2973,1,0,0,1,1,3,Yes,"Under 30","Low Salary",1
961,31,Female,"Research & Development","Healthcare Representative",Travel_Rarely,Medical,5855,9,8,5,4,4,1,No,30-40,"Medium Salary",0
964,40,Male,"Research & Development","Research Scientist",Travel_Frequently,Medical,3617,1,0,0,2,4,3,No,30-40,"Low Salary",0
966,32,Female,"Research & Development","Manufacturing Director",Travel_Rarely,Medical,6725,8,6,3,1,3,4,No,30-40,"Medium Salary",0
967,36,Male,Sales,"Sales Executive",Travel_Rarely,"Life Sciences",10325,16,3,7,4,3,3,Yes,30-40,"High Salary",1
969,33,Female,"Research & Development","Healthcare Representative",Travel_Rarely,"Life Sciences",6949,5,1,4,4,2,3,No,30-40,"Medium Salary",0
970,37,Male,Sales,"Sales Executive",Travel_Rarely,"Life Sciences",10609,14,11,7,3,1,1,Yes,30-40,"High Salary",1
972,45,Male,"Research & Development","Laboratory Technician",Non-Travel,"Life Sciences",4447,9,0,8,2,3,2,No,40+,"Low Salary",0
974,29,Female,Sales,"Sales Representative",Travel_Frequently,"Technical Degree",2157,3,0,2,4,3,3,No,"Under 30","Low Salary",0
975,35,Female,Sales,"Sales Executive",Travel_Rarely,Medical,4601,5,1,0,3,3,3,No,30-40,"Low Salary",0
976,52,Male,"Research & Development",Manager,Travel_Rarely,"Life Sciences",17099,9,7,8,4,4,2,No,40+,"High Salary",0
977,58,Male,"Research & Development","Research Scientist",Travel_Rarely,"Technical Degree",2479,1,0,0,3,4,3,Yes,40+,"Low Salary",1
981,53,Male,Sales,Manager,Travel_Rarely,Medical,14852,17,15,2,3,3,4,No,40+,"High Salary",0
982,30,Male,Sales,"Sales Executive",Travel_Rarely,Other,7264,8,7,7,3,3,4,No,30-40,"Medium Salary",0
983,38,Female,Sales,"Sales Executive",Non-Travel,"Technical Degree",5666,5,1,3,4,3,3,No,30-40,"Medium Salary",0
984,35,Male,Sales,"Sales Executive",Travel_Rarely,"Life Sciences",7823,10,0,8,4,4,3,No,30-40,"Medium Salary",0
985,39,Male,Sales,"Sales Executive",Travel_Rarely,"Life Sciences",7880,8,0,7,3,1,3,No,30-40,"Medium Salary",0
986,40,Female,Sales,"Sales Executive",Non-Travel,"Life Sciences",13194,1,0,0,2,2,2,Yes,30-40,"High Salary",1
987,47,Male,"Research & Development","Manufacturing Director",Travel_Frequently,Medical,5067,19,2,7,3,3,4,No,40+,"Medium Salary",0
990,36,Male,Sales,"Sales Executive",Non-Travel,"Technical Degree",5079,7,0,7,4,1,3,No,30-40,"Medium Salary",0
991,31,Male,"Research & Development","Research Scientist",Non-Travel,Medical,2321,3,1,2,1,3,3,Yes,30-40,"Low Salary",1
992,33,Male,Sales,Manager,Non-Travel,"Life Sciences",17444,10,6,0,3,4,3,No,30-40,"High Salary",0
994,29,Female,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",2404,0,0,0,1,4,3,Yes,"Under 30","Low Salary",1
995,33,Female,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",3452,3,0,2,4,2,3,No,30-40,"Low Salary",0
996,45,Female,"Research & Development","Laboratory Technician",Travel_Rarely,Medical,2270,5,0,2,4,4,3,No,40+,"Low Salary",0
997,50,Male,"Research & Development","Research Director",Travel_Rarely,Medical,17399,5,1,3,4,4,2,No,40+,"High Salary",0
998,33,Female,"Research & Development","Healthcare Representative",Travel_Frequently,Other,5488,6,1,2,2,3,3,No,30-40,"Medium Salary",0
999,41,Male,"Research & Development","Research Director",Travel_Frequently,Medical,19419,18,0,11,3,1,4,No,40+,"High Salary",0
1001,27,Female,"Research & Development","Laboratory Technician",Travel_Rarely,"Technical Degree",2811,2,2,2,2,3,3,No,"Under 30","Low Salary",0
1002,45,Male,"Research & Development","Laboratory Technician",Non-Travel,"Life Sciences",3633,9,0,8,1,4,3,No,40+,"Low Salary",0
1003,47,Female,Sales,"Sales Executive",Travel_Rarely,"Life Sciences",4163,9,0,7,4,4,3,No,40+,"Low Salary",0
1004,30,Female,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",2132,5,0,1,3,1,3,Yes,30-40,"Low Salary",1
1005,50,Male,"Research & Development","Manufacturing Director",Travel_Rarely,"Life Sciences",13973,12,1,5,3,4,3,No,40+,"High Salary",0
1006,38,Male,"Research & Development","Research Scientist",Travel_Frequently,Medical,2684,2,0,2,3,3,2,No,30-40,"Low Salary",0
1007,46,Male,"Research & Development","Manufacturing Director",Travel_Rarely,Medical,10845,8,0,7,3,4,3,No,40+,"High Salary",0
1009,24,Female,"Research & Development","Manufacturing Director",Travel_Rarely,Medical,4377,4,3,2,3,4,3,No,"Under 30","Low Salary",0
1010,35,Male,"Research & Development","Laboratory Technician",Travel_Rarely,Other,3743,4,0,2,2,3,1,Yes,30-40,"Low Salary",1
1011,31,Female,"Research & Development","Manufacturing Director",Travel_Frequently,"Life Sciences",4148,4,0,3,1,3,3,No,30-40,"Low Salary",0
1012,18,Male,"Research & Development","Research Scientist",Non-Travel,"Life Sciences",1051,0,0,0,4,2,3,No,"Under 30","Low Salary",0
1013,54,Female,"Research & Development","Manufacturing Director",Travel_Rarely,"Technical Degree",10739,10,0,8,3,3,3,No,40+,"High Salary",0
1014,35,Female,"Research & Development","Healthcare Representative",Travel_Rarely,Medical,10388,16,10,1,3,3,2,No,30-40,"High Salary",0
1015,30,Female,"Research & Development","Research Director",Travel_Rarely,"Life Sciences",11416,8,1,7,1,2,2,No,30-40,"High Salary",0
1016,20,Female,"Research & Development","Research Scientist",Travel_Rarely,Medical,2600,1,0,0,1,4,3,Yes,"Under 30","Low Salary",1
1017,30,Female,"Research & Development","Laboratory Technician",Travel_Frequently,Medical,2422,3,1,2,2,2,3,Yes,30-40,"Low Salary",1
1018,26,Male,"Research & Development","Manufacturing Director",Travel_Rarely,Medical,5472,8,1,3,4,4,3,No,"Under 30","Medium Salary",0
1019,22,Male,"Research & Development","Laboratory Technician",Travel_Rarely,"Life Sciences",2451,4,1,1,1,2,2,No,"Under 30","Low Salary",0
1022,48,Male,"Research & Development","Healthcare Representative",Travel_Rarely,"Life Sciences",4240,2,2,2,3,1,3,No,40+,"Low Salary",0
1024,48,Male,"Research & Development","Healthcare Representative",Travel_Rarely,"Life Sciences",10999,15,4,8,3,3,3,No,40+,"High Salary",0
1025,41,Female,"Research & Development","Manufacturing Director",Travel_Rarely,Medical,5003,2,2,1,3,4,3,No,40+,"Medium Salary",0
1026,39,Female,"Research & Development","Manufacturing Director",Travel_Rarely,"Life Sciences",12742,21,11,8,4,4,3,No,30-40,"High Salary",0
1027,27,Female,"Research & Development","Manufacturing Director",Travel_Rarely,"Life Sciences",4227,3,2,2,4,1,3,No,"Under 30","Low Salary",0
1028,35,Male,"Research & Development","Laboratory Technician",Travel_Rarely,Other,3917,3,1,2,4,2,2,No,30-40,"Low Salary",0
1029,42,Male,Sales,Manager,Travel_Rarely,Marketing,18303,1,0,0,3,4,4,No,40+,"High Salary",0
1030,50,Male,"Research & Development","Laboratory Technician",Travel_Rarely,"Life Sciences",2380,1,0,0,4,1,3,No,40+,"Low Salary",0
1032,59,Female,"Research & Development","Manufacturing Director",Travel_Rarely,"Life Sciences",13726,5,4,3,4,3,3,No,40+,"High Salary",0
1033,37,Female,"Research & Development","Healthcare Representative",Travel_Rarely,Medical,4777,1,0,0,2,1,1,Yes,30-40,"Low Salary",1
1034,55,Male,"Research & Development","Healthcare Representative",Travel_Frequently,Medical,6385,8,6,7,2,3,3,No,40+,"Medium Salary",0
1035,41,Female,"Research & Development","Research Director",Non-Travel,"Life Sciences",19973,21,5,10,3,2,3,No,40+,"High Salary",0
1036,38,Male,Sales,"Sales Executive",Travel_Rarely,"Life Sciences",6861,1,0,0,4,2,3,No,30-40,"Medium Salary",0
1037,26,Male,Sales,"Sales Executive",Non-Travel,Medical,4969,2,2,2,1,2,3,Yes,"Under 30","Low Salary",1
1038,52,Female,Sales,Manager,Travel_Rarely,Marketing,19845,32,6,9,4,1,3,Yes,40+,"High Salary",1
1039,44,Female,Sales,"Sales Executive",Travel_Rarely,Medical,13320,12,11,11,4,4,3,No,40+,"High Salary",0
1040,50,Female,Sales,"Sales Executive",Non-Travel,"Life Sciences",6347,18,0,13,3,4,3,No,40+,"Medium Salary",0
1042,36,Female,"Research & Development","Laboratory Technician",Travel_Rarely,"Life Sciences",2743,17,15,14,1,3,3,Yes,30-40,"Low Salary",1
1043,39,Female,"Research & Development","Manufacturing Director",Travel_Frequently,Medical,10880,21,2,8,1,4,3,No,30-40,"High Salary",0
1044,33,Female,Sales,"Sales Representative",Non-Travel,"Life Sciences",2342,2,2,2,4,2,2,No,30-40,"Low Salary",0
1045,45,Female,Sales,Manager,Travel_Rarely,"Life Sciences",17650,9,1,1,4,4,4,No,40+,"High Salary",0
1046,32,Female,"Research & Development","Laboratory Technician",Non-Travel,Medical,4025,8,7,7,3,4,3,No,30-40,"Low Salary",0
1047,34,Male,Sales,"Sales Executive",Travel_Rarely,Marketing,9725,15,0,9,4,2,2,No,30-40,"Medium Salary",0
1048,59,Male,Sales,Manager,Travel_Rarely,"Technical Degree",11904,6,0,4,4,2,1,No,40+,"High Salary",0
1049,45,Male,"Human Resources","Human Resources",Travel_Rarely,Medical,2177,6,0,4,2,2,3,No,40+,"Low Salary",0
1050,53,Female,Sales,"Sales Executive",Travel_Frequently,Marketing,7525,15,6,12,2,3,3,No,40+,"Medium Salary",0
1052,36,Male,"Research & Development","Laboratory Technician",Travel_Rarely,Other,4834,1,0,0,3,1,2,Yes,30-40,"Low Salary",1
1053,26,Male,"Research & Development","Research Scientist",Travel_Frequently,"Life Sciences",2042,3,1,2,1,1,3,Yes,"Under 30","Low Salary",1
1055,34,Female,Sales,"Sales Representative",Travel_Rarely,"Life Sciences",2220,1,0,0,3,3,3,No,30-40,"Low Salary",0
1056,28,Male,Sales,"Sales Representative",Travel_Rarely,Medical,1052,1,0,0,2,4,3,No,"Under 30","Low Salary",0
1060,38,Male,"Research & Development","Research Scientist",Travel_Frequently,Other,2821,2,2,2,3,3,3,No,30-40,"Low Salary",0
1061,50,Male,"Research & Development","Research Director",Travel_Rarely,Medical,19237,8,7,7,3,2,2,No,40+,"High Salary",0
1062,37,Female,"Research & Development","Healthcare Representative",Travel_Rarely,Other,4107,4,0,1,2,4,2,No,30-40,"Low Salary",0
1066,40,Male,Sales,"Sales Executive",Travel_Rarely,Marketing,8396,7,7,5,1,3,2,No,30-40,"Medium Salary",0
1068,26,Female,"Research & Development","Research Scientist",Travel_Frequently,Medical,2007,5,1,3,3,1,3,No,"Under 30","Low Salary",0
1069,46,Male,"Research & Development","Research Director",Travel_Rarely,Medical,19627,2,2,2,4,4,3,No,40+,"High Salary",0
1070,54,Female,Sales,"Sales Executive",Travel_Rarely,"Life Sciences",10686,9,7,0,3,3,3,No,40+,"High Salary",0
1071,56,Female,"Research & Development","Research Scientist",Travel_Frequently,Medical,2942,5,0,3,3,1,3,No,40+,"Low Salary",0
1073,36,Female,"Research & Development","Manufacturing Director",Travel_Rarely,Medical,8858,14,7,8,4,4,2,No,30-40,"Medium Salary",0
1074,55,Male,"Research & Development",Manager,Non-Travel,Medical,16756,9,6,2,1,3,4,No,40+,"High Salary",0
1076,43,Male,Sales,"Sales Executive",Travel_Rarely,Medical,10798,1,0,0,4,3,3,No,40+,"High Salary",0
1077,20,Female,Sales,"Sales Representative",Travel_Frequently,Marketing,2323,2,0,2,4,4,3,Yes,"Under 30","Low Salary",1
1079,21,Female,"Research & Development","Laboratory Technician",Travel_Rarely,"Life Sciences",1416,1,1,0,1,3,2,Yes,"Under 30","Low Salary",1
1080,46,Female,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",4615,16,1,7,1,4,3,No,40+,"Low Salary",0
1081,51,Male,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",2461,10,2,7,3,1,4,Yes,40+,"Low Salary",1
1082,28,Male,"Research & Development","Healthcare Representative",Non-Travel,"Technical Degree",8722,10,1,9,1,2,2,Yes,"Under 30","Medium Salary",1
1083,26,Male,"Research & Development","Laboratory Technician",Travel_Rarely,Medical,3955,5,1,3,1,1,3,No,"Under 30","Low Salary",0
1084,30,Male,"Research & Development","Manufacturing Director",Travel_Rarely,Other,9957,6,0,2,1,3,2,No,30-40,"Medium Salary",0
1085,41,Female,"Research & Development","Research Scientist",Travel_Rarely,"Technical Degree",3376,10,0,8,3,2,3,No,40+,"Low Salary",0
1088,38,Female,"Research & Development","Healthcare Representative",Travel_Rarely,"Life Sciences",8823,19,1,9,3,3,2,No,30-40,"Medium Salary",0
1092,40,Male,"Research & Development","Healthcare Representative",Travel_Rarely,"Technical Degree",10322,11,11,1,4,1,3,No,30-40,"High Salary",0
1094,27,Male,"Research & Development","Laboratory Technician",Non-Travel,"Life Sciences",4621,3,1,2,3,1,3,No,"Under 30","Low Salary",0
1096,55,Male,"Research & Development","Manufacturing Director",Travel_Frequently,"Life Sciences",10976,3,1,2,2,4,3,No,40+,"High Salary",0
1097,28,Female,"Research & Development","Research Scientist",Travel_Rarely,Other,3660,8,1,7,3,3,4,No,"Under 30","Low Salary",0
1098,44,Male,"Human Resources","Human Resources",Travel_Rarely,Medical,10482,20,3,6,1,2,3,Yes,40+,"High Salary",1
1099,33,Male,"Research & Development","Healthcare Representative",Travel_Rarely,"Life Sciences",7119,3,1,2,4,4,3,No,30-40,"Medium Salary",0
1100,35,Male,Sales,"Sales Executive",Travel_Rarely,"Technical Degree",9582,8,4,7,1,4,3,Yes,30-40,"Medium Salary",1
1101,33,Female,"Research & Development","Research Scientist",Travel_Frequently,Medical,4508,13,3,8,3,1,3,Yes,30-40,"Low Salary",1
1102,28,Male,"Research & Development","Laboratory Technician",Travel_Rarely,"Life Sciences",2207,4,2,2,3,1,2,No,"Under 30","Low Salary",0
1103,34,Male,"Research & Development","Healthcare Representative",Travel_Frequently,"Life Sciences",7756,6,0,4,4,1,2,No,30-40,"Medium Salary",0
1105,37,Female,Sales,"Sales Executive",Travel_Rarely,"Life Sciences",6694,1,0,0,4,4,3,No,30-40,"Medium Salary",0
1106,25,Male,"Research & Development","Laboratory Technician",Travel_Rarely,"Technical Degree",3691,7,5,6,4,4,4,Yes,"Under 30","Low Salary",1
1107,26,Male,"Research & Development","Laboratory Technician",Travel_Rarely,Medical,2377,1,0,0,3,1,2,Yes,"Under 30","Low Salary",1
1108,33,Male,"Research & Development","Research Scientist",Travel_Rarely,Medical,2313,2,2,2,2,1,3,Yes,30-40,"Low Salary",1
1109,42,Male,"Research & Development",Manager,Travel_Rarely,Medical,17665,22,13,7,1,4,3,No,40+,"High Salary",0
1111,28,Male,"Research & Development","Laboratory Technician",Travel_Frequently,Medical,2596,1,0,0,2,1,3,Yes,"Under 30","Low Salary",1
1113,50,Male,Sales,"Sales Executive",Travel_Frequently,Other,4728,0,0,0,3,4,3,Yes,40+,"Low Salary",1
1114,33,Female,Sales,"Sales Executive",Travel_Frequently,"Life Sciences",4302,3,0,2,2,4,3,No,30-40,"Low Salary",0
1115,34,Male,"Research & Development","Research Scientist",Non-Travel,"Life Sciences",2979,0,0,0,4,3,3,No,30-40,"Low Salary",0
1116,48,Male,"Research & Development",Manager,Non-Travel,Medical,16885,5,2,1,4,1,2,No,40+,"High Salary",0
1117,45,Female,Sales,"Sales Executive",Non-Travel,"Life Sciences",5593,15,4,12,3,2,3,No,40+,"Medium Salary",0
1118,52,Male,"Research & Development","Healthcare Representative",Travel_Rarely,"Life Sciences",10445,8,4,0,2,2,3,No,40+,"High Salary",0
1119,38,Male,Sales,"Sales Executive",Travel_Rarely,Marketing,8740,8,2,7,3,3,3,No,30-40,"Medium Salary",0
1120,29,Female,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",2514,7,1,7,4,3,3,No,"Under 30","Low Salary",0
1121,28,Female,"Research & Development","Manufacturing Director",Travel_Rarely,Medical,7655,9,1,7,2,4,2,No,"Under 30","Medium Salary",0
1124,46,Male,Sales,Manager,Travel_Rarely,Marketing,17465,12,4,9,3,1,3,No,40+,"High Salary",0
1125,38,Male,Sales,"Sales Executive",Travel_Rarely,Marketing,7351,1,0,0,2,4,3,No,30-40,"Medium Salary",0
1126,43,Female,"Research & Development","Manufacturing Director",Travel_Frequently,"Life Sciences",10820,8,0,1,1,3,3,No,40+,"High Salary",0
1127,39,Male,"Research & Development","Healthcare Representative",Travel_Frequently,"Life Sciences",12169,18,11,5,4,1,3,Yes,30-40,"High Salary",1
1128,40,Male,"Research & Development","Research Director",Travel_Rarely,Medical,19626,20,4,9,3,3,4,No,30-40,"High Salary",0
1131,21,Female,"Research & Development","Research Scientist",Travel_Rarely,"Technical Degree",2070,2,2,2,2,4,4,No,"Under 30","Low Salary",0
1132,39,Male,"Research & Development","Laboratory Technician",Non-Travel,"Life Sciences",6782,5,0,3,2,3,2,No,30-40,"Medium Salary",0
1133,36,Male,"Research & Development","Manufacturing Director",Non-Travel,"Life Sciences",7779,11,0,9,4,1,3,No,30-40,"Medium Salary",0
1135,31,Male,Sales,"Sales Representative",Travel_Frequently,"Life Sciences",2791,2,2,2,4,3,3,No,30-40,"Low Salary",0
1136,28,Male,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",3201,5,0,4,2,1,1,No,"Under 30","Low Salary",0
1137,35,Male,Sales,"Sales Executive",Travel_Frequently,Marketing,4968,5,0,2,4,4,3,No,30-40,"Low Salary",0
1138,49,Male,Sales,"Sales Executive",Travel_Rarely,"Technical Degree",13120,9,2,3,2,4,3,No,40+,"High Salary",0
1140,34,Male,"Research & Development","Manufacturing Director",Travel_Frequently,"Life Sciences",4033,3,0,2,3,4,2,No,30-40,"Low Salary",0
1143,29,Female,"Research & Development","Research Scientist",Travel_Frequently,"Life Sciences",3291,7,1,1,2,4,2,No,"Under 30","Low Salary",0
1148,42,Male,"Research & Development","Laboratory Technician",Travel_Rarely,Medical,4272,1,0,0,4,2,3,No,40+,"Low Salary",0
1150,29,Male,"Research & Development","Manufacturing Director",Travel_Rarely,Medical,5056,10,1,2,4,2,2,No,"Under 30","Medium Salary",0
1152,38,Male,"Human Resources","Human Resources",Travel_Rarely,"Human Resources",2844,7,5,0,3,3,4,No,30-40,"Low Salary",0
1154,28,Male,"Research & Development","Research Scientist",Travel_Frequently,"Life Sciences",2703,3,0,2,3,3,3,No,"Under 30","Low Salary",0
1156,18,Male,"Research & Development","Laboratory Technician",Non-Travel,Medical,1904,0,0,0,3,3,3,Yes,"Under 30","Low Salary",1
1157,33,Female,Sales,"Sales Executive",Travel_Rarely,Marketing,8224,5,0,3,1,1,3,Yes,30-40,"Medium Salary",1
1158,41,Male,"Research & Development","Laboratory Technician",Travel_Rarely,"Life Sciences",4766,1,0,0,4,2,3,No,40+,"Low Salary",0
1160,31,Male,"Research & Development","Laboratory Technician",Travel_Frequently,Medical,2610,2,2,2,3,3,2,Yes,30-40,"Low Salary",1
1161,37,Female,"Research & Development","Healthcare Representative",Travel_Rarely,Medical,5731,6,1,3,4,3,3,No,30-40,"Medium Salary",0
1162,27,Male,"Research & Development","Research Scientist",Travel_Rarely,"Life Sciences",2539,4,2,2,3,4,3,No,"Under 30","Low Salary",0
1163,34,Female,Sales,"Sales Executive",Travel_Rarely,"Life Sciences",5714,6,1,3,3,2,2,No,30-40,"Medium Salary",0
